screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group
PUBMED_1069,41962437,A magnolol/BMSC-integrated collagen hydrogel with dual anti-inflammatory and regenerative functions for corneal repair.,"Corneal injuries remain a major cause of visual impairment, where inflammation, infection, and stromal scarring severely hinder functional regeneration. Here, we propose a multifunctional hydrogel concept that integrates structural biomimicry with immunoregulatory and antimicrobial therapy to achieve scar-free corneal healing. The injectable hydrogel is constructed from type I collagen and oxidized dextran via dynamic Schiff-base crosslinking, incorporating poly(lactic-co-glycolic acid)-poly(ethylene glycol) (PLGA-PEG) nanomicelles encapsulating magnolol (Mag-NMs) and bone marrow-derived mesenchymal stem cells (BMSCs). This composite system exhibits excellent transparency, tunable viscoelasticity, and enzymatic biodegradability, forming a biocompatible microenvironment that supports cell integration and drug release. Mag-NMs endow potent antibacterial and anti-angiogenic properties while modulating macrophage polarization toward an anti-inflammatory M2 phenotype. Meanwhile, embedded BMSCs further promote epithelial repair and suppress fibrotic remodeling. In a rabbit corneal injury model, the OC/Mag-NMs/BMSCs hydrogel accelerated re-epithelialization, restored optical clarity, and markedly reduced inflammatory (IFN-γ, CD4, CD68) and fibrotic responses without systemic toxicity. This multi-targeting strategy demonstrates that coupling small-molecule nano-delivery with stem-cell therapy within a biomimetic scaffold enables comprehensive regulation of infection, inflammation, and fibrosis, offering a promising direction for translational corneal regeneration.",2026,Biomaterials advances,10.1016/j.bioadv.2026.214865,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,11,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0270,32363924,In Vitro Evaluation and Transplantation of Human Corneal Endothelial Cells Cultured on Biocompatible Carriers.,"Corneal transplantation is currently the only effective treatment option for dysfunctional corneal endothelial cells (CEC). In this study, we test in vitro the surgical potential of cultivated human corneal endothelial cells (hCEC) on human anterior lens capsule (HALC), LinkCell™ bioengineered collagen sheets of 20-µm thickness (LK20), and denuded Descemet membrane (dDM) as tissue-engineered grafts for Descemet membrane (DM) endothelial keratoplasty (DMEK) to bypass the problem of donor tissue availability. Primary hCEC cultured on all carriers formed a monolayer of tightly packed cells with a high cell viability rate (96% ± 4%). hCEC on HALC and LK20 showed unremarkable expression of zonula occludens-1 (ZO-1) and Na(+)/K(+)-adenosine triphosphatase (ATPase), while Na(+)/K(+)-ATPase expression of cells seeded on dDM was mainly cytoplasmic. All hCEC-carrier constructs were evaluated by simulating DMEK surgery in vitro using a human donor cornea without DM mounted on an artificial anterior chamber (AC) and a regular DMEK-graft used as a surgical reference model. During in vitro surgery, hCEC-HALC constructs behaved most similarly to a DMEK-graft during implantation and unfolding, showing good adhesion to the bare stroma. On the other hand, hCEC-LK20 and hCEC-dDM constructs required some additional handling because of challenges related to the surgical procedure, although they were both successfully unfolded and implanted in the artificial AC. The hCEC-dDM constructs showed similar graft adherence as hCEC-HALC constructs, while adherence of hCEC-LK20 constructs was less effective. After the in vitro surgery, the estimated area populated by viable cells on the hCEC-HALC and hCEC-LK20 constructs was ∼83% and ∼67%, respectively. Overall, hCEC-HALC constructs behaved most similarly to a DMEK-graft during in vitro DMEK surgery, while graft adhesion and surgical handling, respectively, are parameters still requiring optimization for hCEC-LK20 and hCEC-dDM constructs.",2020,Cell transplantation,10.1177/0963689720923577,C4_endothelium;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0530,35229601,Tissue-Engineered Corneal Endothelial Sheets Using Ultrathin Acellular Porcine Corneal Stroma Substrates for Endothelial Keratoplasty.,"Tissue-engineered cornea endothelial sheets (TECES), created using a biocompatible thin and transparent carrier with corneal endothelial cells, could alleviate the shortage of donor corneas and provide abundant functional endothelial cells. In our previous clinical trials, the effectiveness and safety of the acellular porcine corneal stroma (APCS) applied in lamellar keratoplasty have been confirmed. In this study, we optimized the method to cut APCS into multiple 20 μm ultrathin lamellae by a cryostat microtome and investigated the feasibility of TECES by seeding rabbit corneal endothelial cells (RCECs) on ultrathin APCS. Cell adhesion, proliferation, and functional gene expression of RCECs on tissue-culture plastic and APCS of different thicknesses were compared. The results indicated that ultrathin lamellae were superior in increasing cell viability and maintaining cell functions. Analyzing with histology, electron microscopy, and immunofluorescence, we found that RCECs cultured on 20 μm ultrathin APCS for 5 days grew into a confluent monolayer with a density of 3726 ± 223 cells/mm(2) and expressed functional biomarkers Na(+)/K(+)-ATPase and zonula occludens. After 14 days, RCECs formed an early stage of Descemet's membrane-like structure by synthesizing collagen IV and laminin. Human corneal endothelial cells were also used to further validate the supportive effect of ultrathin APCS on cells. The resulting constructs were flexible and tough enough to implant into rabbits' anterior chambers through small incisions. TECES adhered to the posterior corneal stroma, and the thickness of cornea gradually reduced to normal after grafting. These results indicate that the ultrathin APCS can serve as a tissue engineering carrier and might be a suitable alternative for endothelial cells expansion in endothelial keratoplasty.",2022,ACS biomaterials science & engineering,10.1021/acsbiomaterials.2c00039,B3_stroma;C4_endothelium;D3_full_thickness_multilayer,3,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0605,36458563,Use of Decellularized SMILE (Small-Incision Lenticule Extraction) Lenticules for Engineering the Corneal Endothelial Layer: A Proof-of-Concept.,"PURPOSE: To demonstrate the suitability of using decellularized SMILE (Small-incision Lenticule Extraction) lenticules for culturing and transplanting the corneal endothelium (CE). METHODS: The SMILE lenticules, obtained during refractive surgery, were decellularized by incubating in CE culture medium and fetal bovine serum. Decellularization was confirmed by hematoxylin and eosin staining, DAPI staining, and gel electrophoresis. The amount of DNA per milligram of dry tissue weight was calculated to quantify the residual nuclear content. The transparency of the decellularized lenticules was determined by calculating the modulation transfer function. Immunostaining for stromal collagens and glycosaminoglycan was performed using specific antibodies. Engineered tissue was constructed by culturing the CE cells on lenticules and staining for ZO-1, Na/K ATPase, and N-cadherin. The functionality of the engineered tissues was assessed by transplanting them onto edematous human donor corneas and perfusing for 10 days ex-vivo. RESULTS: The residual DNA per milligram of dry tissue weight was found to be significantly reduced (p < 0.0001) in serum (0.255 µg/mg) and Opti-MEM (0.140 µg/mg) when compared to fresh lenticules (3.9 µg/mg). Decellularization did not alter the arrangement of the collagen fibers or the transparency of the lenticules. CE cells attached and matured to express ZO-1, Na/K ATPase, and N-cadherin at two weeks after seeding. The engineered tissue upon transplantation significantly reduced the corneal edema (p < 0.05) and the transplanted cells remained intact on the SMILE lenticule post-transplantation. CONCLUSION: This study demonstrates the suitability of using SMILE lenticules decellularized using a simple, chemical-free method for engineering the corneal endothelium for transplantation.",2023,Current eye research,10.1080/02713683.2022.2151018,B3_stroma;C4_endothelium;D3_full_thickness_multilayer,3,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0699,37539164,A composite hydrogel membrane with shape and water retention for corneal tissue engineering.,"Tissue engineering (TE) cornea is one of the most potential alternatives to the shortage of corneal donors in cornea transplantation. Sodium alginate (SA) hydrogel is commonly used as scaffold in TE. Herein, we present an approach to construct a composite hydrogel, which with SA fiber skeleton structure for shape retention and gelatin surface modification for water retention. The light transmittance, water retention rate, and swelling rate of hydrogels were characterized, and the tensile mechanical properties were also investigated. Keratinocytes were treated with material extract liquor and the results showed that the gelatin modified SA hydrogel has good cytocompatibility. Furthermore, human corneal stromal fibroblasts (HCSFs) from the lenticules were implanted on the surface of gels, and the SA-gelatin hydrogel significantly improved the adhesion and spreading of HCSFs. Finally, we discussed the improvement and application prospect of the composite hydrogel as cornea equivalents.",2023,Heliyon,10.1016/j.heliyon.2023.e17950,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0706,37669915,3D Bioprinting of Acellular Corneal Stromal Scaffolds with a Low Cost Modified 3D Printer: A Feasibility Study.,"PURPOSE: Loss of corneal transparency is one of the major causes of visual loss, generating a considerable health and economic burden globally. Corneal transplantation is the leading treatment procedure, where the diseased cornea is replaced by donated corneal tissue. Despite the rise of cornea donations in the past decade, there is still a huge gap between cornea supply and demand worldwide. 3D bioprinting is an emerging technology that can be used to fabricate tissue equivalents that resemble the native tissue, which holds great potential for corneal tissue engineering application. This study evaluates the manufacturability of 3D bioprinted acellular corneal grafts using low-cost equipment and software, not necessarily designed for bioprinting applications. This approach allows access to 3D printed structures where commercial 3D bioprinters are cost prohibitive and not readily accessible to researchers and clinicians. METHODS: Two extrusion-based methods were used to 3D print acellular corneal stromal scaffolds with collagen, alginate, and alginate-gelatin composite bioinks from a digital corneal model. Compression testing was used to determine moduli. RESULTS: The printed model was visually transparent with tunable mechanical properties. The model had central radius of curvature of 7.4 mm, diameter of 13.2 mm, and central thickness of 0.4 mm. The compressive secant modulus of the material was 23.7 ± 1.7 kPa at 20% strain. 3D printing into a concave mold had reliability advantages over printing into a convex mold. CONCLUSIONS: The printed corneal models exhibited visible transparency and a dome shape, demonstrating the potential of this process for the preparation of acellular partial thickness corneal replacements. The modified printing process presented a low-cost option for corneal bioprinting.",2023,Current eye research,10.1080/02713683.2023.2251172,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0821,39328788,"Preparation, physico-biochemical characterization, and proteomic analysis of highly transparent corneal extracellular matrices for lamellar keratoplasty and tissue-engineered cornea construction.","Corneal opacity and deformation, which often require corneal transplantation for treatment, are among the leading causes of monocular blindness. To restore corneal clarity and integrity, there is a need for an artificial stroma that not only matches the transparency of donated human cornea but also effectively integrates to the corneal tissue. In this study, a transparent decellularized cornea was successfully developed using the high hydrostatic pressure method with processing conditions optimized for corneal decellularization. Biochemical analyses demonstrated the effective removal of cellular components from the transparent decellularized corneas, while preserving collagen and glycosaminoglycans. Proteome analysis also revealed that core matrisome and matrisome-associated proteins remained following decellularization, similar to the composition observed in untreated corneas. The light transmittance of the transparent decellularized corneas was 86.4 ± 1.5 % in the visible region, comparable to that of donated human corneas. No complications, such as angiogenesis, were observed following interlamellar corneal transplantation in rabbits. The grafts were almost imperceptible immediately following surgery and achieved complete transparency within a few days, becoming indistinguishable even under a microscope. The transparent decellularized cornea presented here has promising potential as a material for application in lamellar keratoplasty.",2024,Materials today. Bio,10.1016/j.mtbio.2024.101241,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0888,39930756,"Enhanced Bioprinting of 3D Corneal Stroma Patches with Reliability, Assessing Product Consistency and Quality through Optimized Electron Beam Sterilization.","This study focuses on the optimization of sterilization methods for bioprinted three-dimensional (3D) corneal stroma patches prepared using cornea-derived decellularized extracellular matrix (Co-dECM) hydrogels and human keratocytes, with the aim of enhancing clinical applications in corneal tissue engineering. An essential aspect of this study is to refine the sterilization processes, particularly focusing on electron beam (EB) sterilization, to maintain the structural and functional integrity of the Co-dECM hydrogels while ensuring sterility. The study reveals that EB sterilization outperformed traditional methods like ethylene oxide (EtO) gas and autoclaving, which tend to degrade the biochemical properties of hydrogels. By optimizing the EB-sterilization process, the essential mechanical and biochemical characteristics needed for successful 3D bioprinting are retained, reducing batch variability in bioprinted 3D corneal stroma patches. Consistency in production is vital for meeting regulatory standards and ensuring patient safety. Moreover, the study investigates the immunomodulatory properties of sterilized hydrogels, emphasizing their potential to minimize inflammatory responses, which is crucial for maintaining keratocyte phenotype. These findings significantly advance biomedical engineering by providing a sterilization method that preserves material integrity, minimizes immunogenicity, and supports the clinical translation of bioprinted corneal stroma patches, offering a promising alternative to donor transplants and synthetic substitutes.",2025,Advanced healthcare materials,10.1002/adhm.202403118,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0944,40555247,3D bioprinted GelMA/collagen hydrogel for corneal stroma regeneration.,"Blindness caused by corneal stroma disease affects millions worldwide, the regeneration of corneal stroma has always been a challenge due to its sophisticated curvature structure and keratocyte-fibroblast transformation. In this study, we developed and optimized a series of gelatin methacrylate/collagen-based bioinks to fabricate convex corneal implants via 3D printing techniques. A novel method was proposed to enhance collagen solubility in neutral solutions by combining 2,3-epoxypropyltrimethylammonium chloride with high-molecular-weight type I collagen, with simulations suggesting that the mechanism primarily involved electrostatic interactions. To evaluate whether keratocytes respond to a convex microenvironment and to verify the effectiveness of the proposed printing strategy for corneal stromal regeneration, particularly in mitigating corneal fibrosis, we fabricated topological structures of both flat and convex corneas. These structures were systematically analyzed for their influence on keratocyte-to-fibroblast transformation and keratocyte phenotype maintenance. Morphological observations, along with gene and protein expression analyses, demonstrated that the convex architecture provided an optimal microenvironment for preserving the keratocyte phenotype. Moreover,in vivotransplantation revealed the convex cornea effectively suppressed corneal fibrosis compared to the flat cornea. These findings suggest that convex cornea holds promise as a potential translational approach for treating corneal stroma regeneration.",2025,Biofabrication,10.1088/1758-5090/ade7b2,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,yes,yes,no,yes,no,yes,Priority 1 - strict retrieval shortlist
PUBMED_1074,42059163,Real Architecture for 3D Tissue (RAFT): Mechanical Properties and Ability to Support the 3D Culture of Porcine Corneal Endothelial Cells.,"A suitable tissue-engineered equivalent is necessary to support cultured cells for cell therapy transplantation, thereby alleviating the increasing demand for donor tissue. A compressed collagen I hydrogel, Real Architecture For 3D Tissue (RAFT), was introduced to substitute native corneal stroma for supporting endothelial cell growth as an extracellular cellular matrix (ECM) tissue equivalent. Here, the RAFT's mechanical properties and transparency were optimized to tailor for designing a corneal endothelium transplantation graft. Meanwhile, the gene and protein expression of ZO-1, Na/K ATPase, and N-Cadherin were used to investigate the impact of mechanical properties on cell behavior. The results showed that increasing the collagen concentration and reducing the initial loading volume could generate a stiffer, thinner, and more transparent RAFT. Staining results showed that porcine corneal endothelial cells (PCECs) remained alive, forming a high cell density monolayer with ZO-1 and Na/K ATPase expressions on various stiffnesses of RAFTs. Gene and protein expression results showed that PCECs could grow on various stiffnesses of RAFTs (elastic modulus ranged from 1.17 ± 0.11 to 2.08 ± 0.14 MPa), expressing ZO-1, Na/K ATPase, and N-Cadherin. In short, RAFTs fabricated with 0.4 of 5 mg/mL collagen I shared similar optical and mechanical properties to the native cornea, with a thickness of 73.67 ± 1.70 μm, a stiffness of 0.40 ± 0.03 MPa, an elastic modulus of 1.17 ± 0.07 MPa, and light transmittance of 60.71% ± 1.17%. This is an ideal tissue-engineered cell carrier suitable for developing a cell-seeded RAFT graft for cell therapy.",2026,Journal of biomedical materials research. Part A,10.1002/jbm.a.70086,B3_stroma;C4_endothelium,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0738,38226015,Novel strategy for multi-material 3D bioprinting of human stem cell based corneal stroma with heterogenous design.,"Three-dimensional (3D) bioprinting offers an automated, customizable solution to manufacture highly detailed 3D tissue constructs and holds great promise for regenerative medicine to solve the severe global shortage of donor tissues and organs. However, uni-material 3D bioprinting is not sufficient for manufacturing heterogenous 3D constructs with native-like microstructures and thus, innovative multi-material solutions are required. Here, we developed a novel multi-material 3D bioprinting strategy for bioprinting human corneal stroma. The human cornea is the transparent outer layer of your eye, and vision loss due to corneal blindness has serious effects on the quality of life of individuals. One of the main reasons for corneal blindness is the damage in the detailed organization of the corneal stroma where collagen fibrils are arranged in layers perpendicular to each other and the corneal stromal cells grow along the fibrils. Donor corneas for treating corneal blindness are scarce, and the current tissue engineering (TE) technologies cannot produce artificial corneas with the complex microstructure of native corneal stroma. To address this, we developed a novel multi-material 3D bioprinting strategy to mimic detailed organization of corneal stroma. These multi-material 3D structures with heterogenous design were bioprinted by using human adipose tissue -derived stem cells (hASCs) and hyaluronic acid (HA) -based bioinks with varying stiffnesses. In our novel design of 3D models, acellular stiffer HA-bioink and cell-laden softer HA-bioink were printed in alternating filaments, and the filaments were printed perpendicularly in alternating layers. The multi-material bioprinting strategy was applied for the first time in corneal stroma 3D bioprinting to mimic the native microstructure. As a result, the soft bioink promoted cellular growth and tissue formation of hASCs in the multi-material 3D bioprinted composites, whereas the stiff bioink provided mechanical support as well as guidance of cellular organization upon culture. Interestingly, cellular growth and tissue formation altered the mechanical properties of the bioprinted composite constructs significantly. Importantly, the bioprinted composite structures showed good integration to the host tissue in ex vivo cornea organ culture model. As a conclusion, the developed multi-material bioprinting strategy provides great potential as a biofabrication solution for manufacturing organized, heterogenous microstructures of native tissues. To the best of our knowledge, this multi-material bioprinting strategy has never been applied in corneal bioprinting. Therefore, our work advances the technological achievements in additive manufacturing and brings the field of corneal TE to a new level.",2024,Materials today. Bio,10.1016/j.mtbio.2023.100924,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,12,in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,yes,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_1053,41742708,A New Bioprinted Dual-Layered Corneal Structure Using Collagen-Based Bioinks.,"Bioengineered corneal constructs are a promising solution to the global shortage of donor tissue. However, most current models lack anatomical curvature and appropriate extracellular matrix (ECM) composition of the native cornea, limiting their relevance for studying graft integration and stromal-endothelial interactions. In this study, we developed a bioprinted, dual-layer corneal model comprising corneal stromal cells laden in type I collagen (Col-I) and a monolayer of corneal endothelial cells supported by collagen type IV (Col-IV). The construct was printed onto a curved support to replicate the posterior curvature of the native cornea. The use of ECM-specific, human-derived collagen bioinks supported high cell viability (>90%) and the formation of a continuous endothelial layer. Histological and immunofluorescence analyses confirmed distinct layering and appropriate cellular morphology and phenotypic marker expression for both corneal stromal and endothelial cells. The construct retained its curvature, transparency, and interfacial integrity over 3 weeks in culture and demonstrated adherence when positioned over an ex vivo corneal tissue. This anatomically curved, multilayered in vitro model offers a physiologically relevant platform for exploring stromal-endothelial architecture and cell interaction in corneal tissue engineering applications.",2026,Tissue engineering. Part A,10.1177/19373341261424272,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,12,in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,yes,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0008,29024376,"Evaluation of collagen foam, poly(l-lactic acid) nanofiber mesh, and decellularized matrices for corneal regeneration.","Corneal tissue engineering efforts to obtain corneal tissue matrices through various types of materials for the replacement of damaged tissues. In this study, three different corneal constructs were prepared and evaluated in terms of morphological, optical, and biological characteristics. Type-I collagen was used to obtain collagen foam scaffolds through dehydrothermal crosslinking, while poly(l-lactic acid) (PLLA) was used to produce both random and aligned oriented electrospun corneal constructs. Bovine corneas were decellularized as third matrix. Software analyses showed that average pore size of collagen scaffolds was 88.207 ± 29.7 µm, while the average fiber diameter of aligned and random PLLA scaffolds were 0.69 ± 0.03 and 0.65 ± 0.03 μm, respectively. Degradation profiles revealed that collagen foam exhibits high degradation (20% mass loss) while electrospun PLLA scaffolds hold low degradation (9% mass loss) rates at day-28. Transmittance values of the obtained scaffolds were calculated as 92, 80, and 70% for collagen, PLLA, and decellularized cornea constructs, respectively. The evaluation of stromal keratocyte behavior on the constructs revealed that the cells exhibited their own morphology mostly on the aligned PLLA constructs, while they were mostly active on random PLLA electrospun corneal scaffolds. © 2017 Wiley Periodicals, Inc. J Biomed Mater Res Part B: Appl Biomater, 106B: 2157-2168, 2018.",2018,"Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.34022,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,11,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0013,29128534,Development of gelatin/ascorbic acid cryogels for potential use in corneal stromal tissue engineering.,"To offer an ideal hospitable environment for corneal keratocyte growth, the carrier materials can be functionalized with incorporation of signaling molecules to regulate cell biological events. This study reports, for the first time, the development of gelatin/ascorbic acid (AA) cryogels for keratocyte carriers in vitro and in vivo. The cryogel samples were fabricated by blending of gelatin with varying amounts of AA (0-300 mg) and carbodiimide cross-linking via cryogelation technique. Hydrophilic AA content in the carriers was found to significantly affect cross-linking degree and pore dimension of cryogels, thereby dictating their mechanical and biological stability and AA release profile. The cryogel carriers with low-to-moderate AA loadings were well tolerated by rabbit keratocyte cultures and anterior segment eye tissues, demonstrating good ocular biocompatibility. Although higher incorporated AA level contributed to enhanced metabolic activity and biosynthetic capacity of keratocytes grown on cryogel matrices, the presence of excessive amounts of AA molecules could lead to toxic effect and limit cell proliferation and matrix production. The cytoprotective activity against oxidative stress was shown to be strongly dependent on AA release, which further determined cell culture performance and tissue reconstruction efficiency. With the optimum AA content in carrier materials, intrastromally implanted cell/cryogel constructs exhibited better capability to enhance tissue matrix regeneration and transparency maintenance as well as to mitigate corneal damage in an alkali burn-induced animal model. It is concluded that understanding of antioxidant molecule-mediated structure-property-function interrelationships in gelatin/AA cryogels is critical to designing carrier materials for potential use in corneal stromal tissue engineering. STATEMENT OF SIGNIFICANCE: Multifunctional cryogel material can offer an ideal hospitable environment for cell-mediated tissue reconstruction. To our knowledge, this is the first report describing the use of gelatin/ascorbic acid (AA) cryogels as keratocyte carriers for corneal stromal tissue engineering. The AA loading during cryogel fabrication is found to have a significant effect on cross-linking degree and pore dimension, mechanical and biological stability, ocular biocompatibility, cell culture performance, and cytoprotective activity, giving comprehensive insight into fine-tuning the structure-property-function interrelationships of keratocyte carrier material. Using an alkali burn-induced animal model, we present evidence that with the optimum AA loading into cryogel materials, intrastromally implanted cell/carrier constructs exhibited better capability to enhance tissue matrix regeneration and transparency maintenance as well as to mitigate corneal damage.",2018,Acta biomaterialia,10.1016/j.actbio.2017.11.018,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,11,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
