screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group,inferred_layer_from_title_abstract,layer_label_audit_decision,has_endothelium_terms,has_epithelium_limbus_terms,has_stroma_terms,has_multiple_layer_terms
PUBMED_0626,36729619,Intracorneal Implantation of 3D Bioprinted Scaffolds Containing Mesenchymal Stromal Cells Using Femtosecond-Laser-Assisted Intrastromal Keratoplasty.,"Injury of the cornea is a complex biological process. Regeneration of the corneal stroma can be facilitated by the presence of mesenchymal stromal cells (MSCs) and application of tissue equivalents. A new tissue-engineering strategy for corneal stroma regeneration is presented using cellularized 3D bioprinted hydrogel constructs implanted into organ cultured porcine corneas using femtosecond laser-assisted intrastromal keratoplasty. The ex vivo cultured, MSC-loaded 3D bioprinted structures remain intact, support cell survival, and contain de novo synthesized extracellular matrix components and migrating cells throughout the observation period. At day 14 postimplantation, the cellularized tissue equivalents contain few or no cells, as demonstrated by optical coherence tomography imaging and immunofluorescent staining. This study successfully combines a laboratory-based method with modern, patient-care practice to produce a cell-laden tissue equivalent for corneal implantation. Optimal bioink composition and cellularization of tissue equivalents are essential in fine-tuning a method to promote the current technique as a future treatment modality.",2023,Macromolecular bioscience,10.1002/mabi.202200422,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,19,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0016,29176452,Collagen-Based Fillers as Alternatives to Cyanoacrylate Glue for the Sealing of Large Corneal Perforations.,"PURPOSE: To describe the use of collagen-based alternatives to cyanoacrylate glue for the sealing of acute corneal perforations. METHODS: A collagen analog comprising a collagen-like peptide conjugated to polyethylene glycol (CLP-PEG) and its chemical crosslinker were tested for biocompatibility. These CLP-PEG hydrogels, which are designed to act as a framework for corneal tissue regeneration, were then tested as potential fillers in ex vivo human corneas with surgically created full-thickness perforations. Bursting pressures were measured in each of 3 methods (n = 10 for each condition) of applying a seal: 1) cyanoacrylate glue with a polyethylene patch applied ab externo (gold standard); 2) a 100-μm thick collagen hydrogel patch applied ab interno, and 3) the same collagen hydrogel patch applied ab interno supplemented with CLP-PEG hydrogel molded in situ to fill the remaining corneal stromal defect. RESULTS: Cyanoacrylate gluing achieved a mean bursting pressure of 325.9 mm Hg, significantly higher than the ab interno patch alone (46.3 mm Hg) and the ab interno patch with the CLP-PEG filler (86.6 mm Hg). All experimental perforations were sealed effectively using 100 μm hydrogel sheets as an ab interno patch, whereas conventional ab externo patching with cyanoacrylate glue failed to provide a seal in 30% (3/10) cases. CONCLUSIONS: An ab interno patch system using CLP-PEG hydrogels designed to promote corneal tissue regeneration may be a viable alternative to conventional cyanoacrylate glue patching for the treatment of corneal perforation. Further experimentation and material refinement is required in advance of clinical trials.",2018,Cornea,10.1097/ICO.0000000000001459,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,yes,yes,yes,yes,no,yes,Priority 1 - strict retrieval shortlist,multiple_layers,manual_check,no,no,yes,yes
PUBMED_0224,31751429,Treatment of corneal endothelial damage in a rabbit model with a bioengineered graft using human decellularized corneal lamina and cultured human corneal endothelium.,"OBJECTIVE: We aimed to investigate the functionality of human decellularized stromal laminas seeded with cultured human corneal endothelial cells as a tissue engineered endothelial graft (TEEK) construct to perform endothelial keratoplasty in an animal model of corneal endothelial damage. METHODS: Engineered corneal endothelial grafts were constructed by seeding cultured human corneal endothelial cell (hCEC) suspensions onto decellularized human corneal stromal laminas with various coatings. The functionality and survival of these grafts with cultured hCECs was examined in a rabbit model of corneal endothelial damage after central descemetorhexis. Rabbits received laminas with and without hCECs (TEEK and control group, respectively). RESULTS: hCEC seeding over fibronectin-coated laminas provided an optimal and consistent endothelial cell count density and polygonal shape on the decellularized laminas, showing active pump fuction. Surgery was performed uneventfully as standard Descemet stripping automated endothelial keratoplasty (DSAEK). Corneal transparency gradually recovered in the TEEK group, whereas haze and edema persisted for up to 4 weeks in the controls. Histologic examination showed endothelial cells of human origin covering the posterior surface of the graft in the TEEK group. CONCLUSIONS: Grafting of decellularized stroma carriers re-surfaced with human corneal endothelial cells ex vivo can be a readily translatable method to improve visual quality in corneal endothelial diseases.",2019,PloS one,10.1371/journal.pone.0225480,B3_stroma;C4_endothelium;D3_full_thickness_multilayer,3,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,yes,yes,yes,no,Priority 1 - strict retrieval shortlist,endothelium,manual_check,yes,no,yes,no
PUBMED_0616,36579828,Hyaluronic acid based next generation bioink for 3D bioprinting of human stem cell derived corneal stromal model with innervation.,"Corneal transplantation remains gold standard for the treatment of severe cornea diseases, however, scarcity of donor cornea is a serious bottleneck. 3D bioprinting holds tremendous potential for cornea tissue engineering (TE). One of the key technological challenges is to design bioink compositions with ideal printability and cytocompatibility. Photo-crosslinking and ionic crosslinking are often used for the stabilization of 3D bioprinted structures, which can possess limitations on biological functionality of the printed cells. Here, we developed a hyaluronic acid-based dopamine containing bioink using hydrazone crosslinking chemistry for the 3D bioprinting of corneal equivalents. First, the shear thinning property, viscosity, and mechanical stability of the bioink were optimized before extrusion-based 3D bioprinting for the shape fidelity and self-healing property characterizations. Subsequently, human adipose stem cells (hASCs) and hASC-derived corneal stromal keratocytes were used for bioprinting corneal stroma structures and their cell viability, proliferation, microstructure and expression of key proteins (lumican, vimentin, connexin 43,α-smooth muscle actin) were evaluated. Moreover, 3D bioprinted stromal structures were implanted intoex vivoporcine cornea to explore tissue integration. Finally, human pluripotent stem cell derived neurons (hPSC-neurons), were 3D bioprinted to the periphery of the corneal structures to analyze innervation. The bioink showed excellent shear thinning property, viscosity, printability, shape fidelity and self-healing properties with high cytocompatibility. Cells in the printed structures displayed good tissue formation and 3D bioprinted cornea structures demonstrated excellentex vivointegration to host tissue as well asin vitroinnervation. The developed bioink and the printed cornea stromal equivalents hold great potential for cornea TE applications.",2022,Biofabrication,10.1088/1758-5090/acab34,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,yes,yes,yes,no,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0069,29883810,Cell-laden and orthogonal-multilayer tissue-engineered corneal stroma induced by a mechanical collagen microenvironment and transplantation in a rabbit model.,"The development of functional therapies for corneal repair and regeneration is a pressing issue. Corneal stroma provides the principal functions of the cornea. However, because of the highly organized nature of the stromal matrix, the attempts to reproduce corneal stroma might follow a scar model. Here, we have developed a protocol for the efficient generation of a cell-laden and orthogonal-multilayer tissue-engineered (TE) corneal stroma, which is induced by the mechanical effects of compressed collagen (CC) or stretched compressed collagen (SCC). Within SCC, with applied compression and force extension, collagen microfibres and corneal stromal cells (CSCs) are arranged orderly, while collagen fibres and CSCs in CC are randomly arranged. Dehydrated SCC has higher tensile strength than dehydrated CC. Hydrated SCC has similar transparency with hydrated native corneal stroma. Compared with those cultured on tissue culture plates (TCP), down-regulation of the genes and proteins of cytoskeleton, activation, proliferation, collagen and TRPV4, up-regulation of proteoglycans, gap junction proteins and TRPA1 are in CSCs of CC and SCC. Moreover, SCC and CC grafts displayed biocompatibility and integration with host corneal tissue after rabbit intra-corneal stromal transplantation by wk 6 under slit lamp microscopy, in vivo confocal microscopy and histological examination. The SCC model facilitates the construction of physiological feature TE corneal stroma, which serves as a foundation for physiological TE construction of other tissues. STATEMENT OF SIGNIFICANCE: The development of functional therapies for corneal repair and regeneration is a pressing issue. Corneal stroma provides the principal functions of the cornea. Here, we have developed a protocol for the efficient generation of a cell-laden and orthogonal-multilayer tissue-engineered (TE) corneal stroma, which is induced by the mechanical effects of compressed collagen (CC) or stretched compressed collagen (SCC). These models facilitate the construction of physiological feature TE corneal stroma, which serves as a foundation for physiological TE construction of other tissues and helps to reverse fibrosis pathologies in general.",2018,Acta biomaterialia,10.1016/j.actbio.2018.06.005,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core - cautious,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,multiple_layers,manual_check,no,no,yes,yes
PUBMED_0482,34665455,Preparation and In Vitro Characterization of Gelatin Methacrylate for Corneal Tissue Engineering.,"BACKGROUND: Corneal disease is second only to cataract considered as the leading cause of blindness in the world, with high morbidity. Construction of corneal substitutes in vitro by tissue engineering technology to achieve corneal regeneration has become a research hotspot in recent years. We conducted in-depth research on the biocompatibility, physicochemical and mechanical properties of rat bone marrow mesenchymal stem cells (rBM-MSCs)-seeded gelatin methacrylate (GelMA) as a bioengineered cornea. METHODS: Four kinds of GelMA with different concentrations (7, 10, 15 and 30%) were prepared, and their physic-chemical, optical properties, and biocompatibility with rBM-MSCs were characterized. MTT, live/dead staining, cell morphology, immunofluorescence staining and gene expression of keratocyte markers were performed. RESULTS: 7%GelMA hydrogel had higher equilibrium water content and porosity, better optical properties and hydrophilicity. In addition, it is more beneficial to the growth and proliferation of rBM-MSCs. However, the 30%GelMA hydrogel had the best mechanical properties, and could be more conducive to promote the differentiation of rBM-MSCs into keratocyte-like cells. CONCLUSION: As a natural biological scaffold, GelMA hydrogel has good biocompatibility. And it has the ability to promote the differentiation of rBM-MSCs into keratocyte-like cells, which laid a theoretical and experimental foundation for further tissue-engineered corneal stromal transplantation, and provided a new idea for the source of seeded cells in corneal tissue engineering.",2022,Tissue engineering and regenerative medicine,10.1007/s13770-021-00393-6,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,multiple_layers,manual_check,no,no,yes,yes
PUBMED_0601,36356877,Silk fibroin based interpenetrating network hydrogel for corneal stromal regeneration.,"There is a need to develop tissue engineering based approaches to address the shortage of donor corneas worldwide for transplantation. To do this a novel approach to fabricate three-dimensional hydrogels using free-radical polymerization was investigated to generate constructs for corneal stromal tissue regeneration. Different ratios of silk fibroin (SF) to polyacrylamide (PA) were used to fabricate semi-interpenetrating hydrogels. Scanning electron micrograph displayed the interconnectivity of pores within the fabricated hydrogels. Pore sizes ranged from 25 to 66 μm. Scaffolds with increasing concentration of SF had enhanced β-sheet structure (verified by Fourier transform infrared spectroscopy). The biological response of human corneal stromal cells to these hydrogels was examined using cellular adhesion, proliferation, cytoskeleton organization, gene expression and immunocytochemical analysis. The fabricated hydrogels possess rapid gelation (∼3 min) at 37 °C, 84 % porosity facilitating keratocyte migration during healing, improved cellular adhesion and no cytotoxicity, indicating their efficiency for in-situ corneal tissue regeneration. Presence of SF in semi-interpenetrating network hydrogel enhanced cellular proliferation, elevated GAG deposition, and increased expression of keratocyte genes, normally associated with healthy corneal stromal tissue. This study acts as an initial step towards fabricating SF based semi-interpenetrating network hydrogels for developing clinically applicable ocular implants.",2022,International journal of biological macromolecules,10.1016/j.ijbiomac.2022.11.021,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0709,37731910,"Optimization and evaluation of oxygen-plasma-modified, aligned, poly (Є-caprolactone) and silk fibroin nanofibrous scaffold for corneal stromal regeneration.","The shortage of human donor corneas for transplantation necessitates the exploration of tissue engineering approaches to develop corneal substitutes. However, these substitutes must possess the necessary strength, transparency, and ability to regulate cell behaviour before they can be used in patients. In this study, we investigated the effectiveness of an oxygen plasma surface-modified poly-ε-caprolactone (PCL) combined with silk fibroin (SF) nanofibrous scaffold for corneal stromal regeneration. To fabricate the electrospun scaffolds, PCL and SF blends were used on a rotating mandrel. The optimization of the blend aimed to replicate the structural and functional properties of the human cornea, focusing on nanofibre alignment, mechanical characteristics, and in vitro cytocompatibility with human corneal stromal keratocytes. Surface modification of the scaffold resulted in improved transparency and enhanced cell interaction. Based on the evaluation, a composite nanofibrous scaffold with a 1:1 blend of PCL and SF was selected for a more comprehensive analysis. The biological response of keratocytes to the scaffold was assessed through cellular adhesion, proliferation, cytoskeletal organization, gene expression, and immunocytochemical staining. The scaffold facilitated the adhesion of corneal stromal cells, supporting cell proliferation, maintaining normal cytoskeletal organization, and promoting increased expression of genes associated with healthy corneal stromal keratocytes. These findings highlight the potential of a surface-modified PCL/SF blend (1:1) as a promising scaffolding material for corneal stromal regeneration. The developed scaffold not only demonstrated favourable biological interactions with corneal stromal cells but also exhibited characteristics aligned with the requirements for successful corneal tissue engineering. Further research and refinement of these constructs could lead to significant advancements in addressing the shortage of corneas for transplantation, ultimately improving the treatment outcomes for patients in need.",2023,Biomaterials and biosystems,10.1016/j.bbiosy.2023.100083,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,multiple_layers,manual_check,no,no,yes,yes
PUBMED_0750,38428773,3D bioprinted photo crosslinkable GelMA/methylcellulose hydrogel mimicking native corneal model with enhanced in vitro cytocompatibility and sustained keratocyte phenotype for stromal regeneration.,"Corneal transplantation serves as the standard clinical therapy for serious corneal disorders. However, rejection of grafts, significant expenditures, and most crucially, the global donor shortage, may affect the outcome. Recently, 3D bioprinting using biodegradable polymeric materials has become a suitable method for creating tissue replicas with identical architecture. One such most renowned material is GelMA, for its scaffold's three-dimensional structure, biocompatibility, robust mechanics, and favourable optical transmittance. However, GelMA's inadequate viscosity to print at body temperature with better form integrity remains an obstacle. The aim of this work is to create 3D printed GelMA/MC hydrogels for corneal stroma tissue engineering using MC's printability at room temperature and GelMA's irreversible photo cross-linking with UV irradiation. The print speed and pressure conditions for 3D GelMA/MC hydrogels were tuned. Thermal, morphological and physicochemical characteristics were studied for two distinct concentrations of GelMA/MC hydrogels. The hydrogels achieved a transparency of ~78 % (at 700 nm), which was on par with that of the normal cornea (80 %). The in vitro studies conducted using goat corneal stromal cells demonstrated the ability of both hydrogels to promote cell adhesion and proliferation. Expression of Vimentin and keratan sulphate validated the phenotype of keratocytes in the hydrogel. This 3D printed GelMA/MC hydrogel model mimics biophysical characteristics of the native corneal stroma, which may hold promise for clinical corneal stromal tissue engineering.",2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.130472,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0805,39101028,Oriented cellulose hydrogel: Directed tissue regeneration for reducing corneal leukoplakia and managing fungal corneal ulcers.,"Fungal corneal ulcer is one of the leading causes of corneal blindness in developing countries. Corneal scars such as leukoplakia are formed due to inflammation, oxidative stress and non-directed repair, which seriously affect the patients' subsequent visual and life quality. In this study, drawing inspiration from the oriented structure of collagen fibers within the corneal stroma, we first proposed the directional arrangement of CuTA-CMHT hydrogel system at micro and macro scales based on the 3D printing extrusion method combined with secondary patterning. It played an antifungal role and induced oriented repair in therapy of fungal corneal ulcer. The results showed that it effectively inhibited Candida albicans, Aspergillus Niger, Fusarium sapropelum, which mainly affects TNF, NF-kappa B, and HIF-1 signaling pathways, achieving effective antifungal functions. More importantly, the fibroblasts interacted with extracellular matrix (ECM) of corneal stroma through formation of focal adhesions, promoted the proliferation and directional migration of cells in vitro, induced the directional alignment of collagen fibers and corneal stromal orthogonally oriented repair in vivo. This process is mainly associated with MYLK, MYL9, and ITGA3 molecules. Furthermore, the downregulation the growth factors TGF-β and PDGF-β inhibits myofibroblast development and reduces scar-type ECM production, thereby reducing corneal leukoplakia. It also activates the PI3K-AKT signaling pathway, promoting corneal healing. In conclusion, the oriented CuTA-CMHT hydrogel system mimics the orthogonal arrangement of collagen fibers, inhibits inflammation, eliminates reactive oxygen species, and reduces corneal leukoplakia, which is of great significance in the treatment of fungal corneal ulcer and is expected to write a new chapter in corneal tissue engineering.",2024,Bioactive materials,10.1016/j.bioactmat.2024.07.008,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0812,39169887,Granular polyrotaxane microgels as injectable hydrogels for corneal tissue regeneration.,"Corneal diseases, a leading cause of global vision impairment, present challenges in treatment due to corneal tissue donor scarcity and transplant rejection. Hydrogel biomaterials in the form of corneal implants for tissue regeneration, while promising, have faced obstacles related to cellular and tissue integration. This study develops and investigates the potential of granular polyrotaxane (GPR) hydrogels as a scaffold for corneal keratocyte growth and transparent tissue generation. Employing host-guest driven supramolecular interactions, we developed injectable, cytocompatible hydrogels. By optimizing cyclodextrin (CD) concentrations in thiol-ene crosslinked PEG microgels, we observed improved mechanical properties and thermoresponsiveness while preserving injectability. These microgels, adaptable for precise defect filling, 3D printing or tissue culture facilitate enhanced cellular integration with corneal keratocytes and exhibit tissue-like structures in culture. Our findings demonstrate the promise of GPR hydrogels as a minimally invasive avenue for corneal tissue regeneration. These results have the potential to address transplantation challenges, enhance clinical outcomes, and restore vision.",2024,Biomaterials science,10.1039/d4bm00409d,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0818,39218556,Triple-crosslinked double-network alginate/dextran/dendrimer hydrogel with tunable mechanical and adhesive properties: A potential candidate for sutureless keratoplasty.,"An ideal adhesive hydrogel must possess high adhesion to the native tissue, biocompatibility, eligible biodegradability, and good mechanical compliance with the substrate tissues. We constructed an interpenetrating double-network hydrogel containing polysaccharides (alginate and dextran) and nanosized spherical dendrimer by both physical and chemical crosslinking, thus endowing the hydrogel with a broad range of mechanical properties, adhesive properties, and biological functions. The double-network hydrogel has moderate pore sizes and swelling properties. The chelation of calcium ions significantly enhances the tensile and compressive properties. The incorporation of dendrimer improves both the mechanical and adhesive properties. This multicomponent interpenetrating network hydrogel has excellent biocompatibility, tunable mechanical and adhesive properties, and satisfied multi-functions to meet the complex requirements of wound healing and tissue engineering. The hydrogel exhibits promising corneal adhesion capabilities in vitro, potentially supplanting the need for sutures in corneal stromal surgery and mitigating the risks associated with donor corneal damage and graft rejection during corneal transplantation. This novel polysaccharide and dendrimer hydrogel also shows good results in sutureless keratoplasty, with high efficiency and reliability. Based on the clinical requirements for tissue bonding and wound closure, the hydrogel provides insight into solving the mechanical properties and adhesive strength of tissue adhesives.",2024,Carbohydrate polymers,10.1016/j.carbpol.2024.122538,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0871,39819884,Digital light processing 3D bioprinting of biomimetic corneal stroma equivalent using gelatin methacryloyl and oxidized carboxymethylcellulose interpenetrating network hydrogel.,"Corneal blindness, a leading cause of visual impairment globally, has created a pressing need for alternatives to corneal transplantation due to the severe shortage of donor tissues. In this study, we present a novel interpenetrating network hydrogel composed of gelatin methacryloyl (GelMA) and oxidized carboxymethyl cellulose (OxiCMC) for bioprinting a biomimetic corneal stroma equivalent. We tested different combinations of GelMA and OxiCMC to optimize printability and subsequently evaluated these combinations using rheological studies for gelation and other physical, chemical, and biological properties. Using digital light processing (DLP) bioprinting, with tartrazine as a photoabsorber, we successfully biofabricated three-dimensional constructs with improved shape fidelity, high resolution, and excellent reproducibility. The bioprinted constructs mimic the native corneal stroma's curvature, with central and peripheral thicknesses of 478.9 ± 56.5µm and 864.0 ± 79.3µm, respectively. The dual crosslinking strategy, which combines Schiff base reaction and photocrosslinking, showed an improved compressive modulus (106.3 ± 7.7 kPa) that closely matched that of native tissues (115.3 ± 13.6 kPa), without relying on synthetic polymers, toxic crosslinkers, or nanoparticles. Importantly, the optical transparency of tartrazine-containing corneal constructs was comparable to the native cornea following phosphate-buffered saline washing. Morphological analyses using scanning electron microscopy confirmed the improved porosity, interconnected network, and structural integrity of the GelMA-OxiCMC hydrogel, facilitating better nutrient diffusion and cell viability.In vitrobiological assays demonstrated high cell viability (>93%) and desirable proliferation of human corneal keratocytes within the biofabricated constructs. Our findings indicate that the GelMA-OxiCMC hydrogel system for DLP bioprinting presents a promising alternative for corneal tissue engineering, offering a potential solution to the donor cornea shortage and advancing regenerative medicine for corneal repair.",2025,Biofabrication,10.1088/1758-5090/adab27,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,label_ok,no,no,yes,no
PUBMED_0947,40613723,A graphene oxide/niobium carbide MXene composite-based functional nanocomposite scaffold for artificial corneas.,"Artificial corneas offer the only hope to end-stage corneal disease patients. A highly desirable artificial cornea requires high mechanical strength, good biocompatibility, and sufficient durability to withstand hostile environments and possesses specific biological activities. This study reports the physical characteristics, cytocompatibility, and biocompatibility of graphene oxide and niobium carbide MXene (GO/Nb(2)C) nanocomposites used in normal rabbit corneas and a corneal alkali burn model. Nanoindentation and long-term corrosion assays in combination with atomic force and scanning electron microscopy were used to study mechanical properties and corrosion resistance. In vitro biocompatibility was evaluated based on the survival, proliferation, and attachment of human corneal stromal cells. In vivo stability and host tissue responses were determined using GO/Nb(2)C scaffolds implanted in rabbit corneas and in an in vivo corneal alkali burn model. Fibrosis indices Hsp47, FN, and a-SMA were negative. Furthermore, IL-2 and IL-6 were downregulated, along with oxidative stress indices in the rabbit cornea after implanting GO/Nb(2)C scaffolds. In the in vivo corneal alkali burns model, Immunofluorescence (IF) indicated that the GO/Nb(2)C scaffolds decreased CD11b expression around the surgical area. The GO/Nb(2)C scaffolds have significantly high biocompatibility with biological activity, safety, efficacy, antioxidative stress, and anti-inflammatory properties. This promising bioactivity of the corneal scaffold provides novel strategies for constructing a functional scaffold of artificial corneas.",2025,Nanoscale,10.1039/d5nr01312g,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,multiple_layers,manual_check,no,no,yes,yes
